source,target,weight
199606534,53139884,1
199606534,557225819,1
199606534,59674112,1
199606534,50585173,1
199606534,477960113,1
199606534,286396367,1
199606534,38756611,1
199606534,59182381,1
199606534,517984074,1
199606534,21413469,1
199606534,21280975,1
199606534,211254871,1
199606534,21519788,1
199606534,27966935,2
199606534,53451697,1
199606534,45381821,1
199606534,386713648,1
199606534,2503993132,1
199606534,2466936998,1
199606534,335972576,1
199606534,39246283,1
199606534,421212303,2
199606534,390322218,1
199606534,395482078,1
199606534,3075284782,1
199606534,2741019032,1
199606534,7243782,1
199606534,371736447,1
199606534,2282603805,1
199606534,318100547,1
199606534,21444112,1
199606534,237606548,1
199606534,3064152827,1
199606534,75683607,1
199606534,205086178,1
199606534,210766152,1
199606534,205360834,1
199606534,2936437712,2
199606534,553075584,1
199606534,2718415411,1
199606534,259102732,1
199606534,24491044,1
199606534,92308073,1
199606534,429391248,1
199606534,2293738010,1
199606534,24165761,1
199606534,2848031304,1
199606534,791077327,1
199606534,41312290,1
199606534,3219848542,4
199606534,2714514184,1
199606534,592070718,1
199606534,431864052,1
199606534,228747718,1
199606534,2802614165,1
199606534,2757927614,1
199606534,260724365,1
199606534,35293987,1
199606534,2346517933,1
199606534,382271600,1
199606534,23369242,1
199606534,2370768564,1
199606534,3144986451,2
199606534,45777597,1
199606534,29175447,1
199606534,35777372,1
199606534,2742092431,1
199606534,80749580,1
199606534,2789787102,1
199606534,248081977,1
199606534,2278261981,1
199606534,72160645,1
199606534,2617372202,1
199606534,241000801,1
199606534,372634125,1
199606534,762153146,1
199606534,2424414606,1
199606534,41110781,1
199606534,2652396883,1
199606534,87295937,1
199606534,37255058,1
199606534,2976653309,1
199606534,24677504,1
199606534,45006678,1
199606534,57445987,1
199606534,511081531,1
199606534,3044856195,2
199606534,289164727,1
199606534,253833669,1
199606534,2869946822,1
199606534,2349010292,2
199606534,25725812,1
199606534,2414457033,1
199606534,26478351,1
199606534,2495534093,1
199606534,325210048,1
199606534,292164628,1
199606534,2347180148,1
199606534,217118762,1
199606534,2899719866,2
199606534,2532121151,1
199606534,2472122311,1
199606534,22329930,1
199606534,29555809,1
199606534,34745527,1
199606534,886043168,1
199606534,705082931,1
199606534,3278801820,1
199606534,3111889034,1
199606534,43926834,1
199606534,458690488,2
199606534,3374629715,1
199606534,3349777359,1
199606534,2305449841,1
199606534,3092577501,1
199606534,409389498,1
199606534,31631477,1
199606534,42534667,1
199606534,2462321646,1
199606534,2875711582,1
199606534,2276303442,1
199606534,28367838,1
199606534,212764704,1
199606534,71150938,1
199606534,27723442,1
199606534,2488960819,1
199606534,214669544,1
199606534,544265909,1
199606534,450137983,1
199606534,2932738834,1
199606534,3285585504,1
199606534,430330374,1
199606534,3305387113,1
199606534,417337909,1
199606534,443804896,1
381702960,609942496,1
381702960,42326387,1
381702960,487600344,2
192547775,381702960,1
192547775,247878466,1
192547775,32773428,1
192547775,913223120,1
192547775,349978606,1
179732982,381702960,1
179732982,90597940,1
179732982,514793921,1
179732982,19511111,1
179732982,99408825,1
30242631,32632075,1
15224867,916245499,1
2155250876,25295988,1
15864446,16085409,1
15864446,199606534,1
16085409,16789109,1
16085409,20180101,1
124374039,570776090,1
124374039,182655444,1
322616955,583543884,1
280552762,583543884,1
280552762,515422592,1
17719592,461720060,1
17719592,340534889,2
182265955,846829170,1
182265955,62850757,1
182265955,204372474,1
24928809,846829170,1
24928809,3044856195,1
24928809,32148675,1
24928809,5755302,1
24928809,809739829,1
24928809,58581570,1
24928809,35395685,1
24928809,3147265946,1
24928809,561640003,1
24928809,78665097,1
24928809,29119613,1
24928809,26412386,1
24928809,72930435,1
24928809,44624653,1
24928809,300931391,1
24928809,37148294,1
25037370,846829170,1
428333,846829170,1
428333,48501004,1
428333,766807573,1
428333,443288053,1
428333,430404863,1
428333,728862913,1
428333,927788874,1
428333,904687550,1
428333,487271630,1
16955991,846829170,1
16955991,239510568,1
16955991,488799600,1
16955991,588097287,1
16955991,17569853,1
16955991,23637488,1
16955991,2986684805,1
16955991,2902966854,1
16955991,58012278,1
16955991,251944045,1
16955991,568773626,1
16955991,2379182562,1
16955991,356859394,1
16955991,2264713786,1
16955991,222217845,1
16955991,221017436,1
16955991,36563187,1
16955991,49077908,1
16955991,3298959781,1
16955991,389563922,1
16955991,3404524917,1
1950105264,199606534,1
107306194,199606534,1
107306194,2996103420,1
110838368,199606534,2
1099794691,199606534,1
1597691966,199606534,1
1038383636,199606534,1
1038383636,14764240,1
1038383636,17103420,1
179398887,199606534,1
179398887,19468168,2
179398887,64302962,1
179398887,24165761,1
179398887,27592328,1
179398887,587607766,1
16725512,199606534,1
1078465580,199606534,2
1078465580,18631010,1
1078465580,29417304,5
1078465580,293945315,1
1078465580,124003770,1
1078465580,3035456878,1
1078465580,728604440,1
1078465580,420351613,1
1078465580,77580996,1
1078465580,29995782,1
1078465580,412422676,1
1078465580,15174079,1
1078465580,30272146,1
1078465580,701725963,1
1078465580,61825183,1
1078465580,32306015,1
1078465580,109669677,1
1078465580,1614549458,1
1078465580,45901207,1
1078465580,339518468,1
1078465580,803227008,1
1078465580,53503202,1
1078465580,65698096,1
1078465580,778983966,1
1078465580,809115114,1
1078465580,2322411559,1
1078465580,42970367,1
1078465580,2947341718,3
1078465580,26657119,1
1078465580,15956067,1
1078465580,89503894,1
1078465580,13393052,1
1078465580,19912781,1
1078465580,317133897,1
1078465580,3044856195,1
1078465580,8235612,1
1339004538,199606534,1
1699793220,199606534,1
1699793220,2942328782,1
1699793220,2620323673,3
1699793220,2370768564,1
1699793220,2300042929,1
1699793220,543410216,1
1699793220,3125799586,2
1699793220,1699793220,3
1699793220,570324680,1
1699793220,2741125736,2
1699793220,22197119,1
1699793220,29417304,1
1699793220,728604440,1
1699793220,26756955,1
1699793220,2317761024,1
1699793220,57980068,1
1699793220,373693178,1
18631010,199606534,1
18631010,25282365,2
18631010,18631010,1
18631010,80366372,1
18631010,2620323673,1
18631010,2842260761,1
18631010,2740146548,2
18631010,2696021737,2
18631010,418801135,1
18631010,540757715,2
18631010,789920724,1
18631010,54746354,1
18631010,28935680,1
18631010,417555898,1
18631010,8235612,1
18631010,3229486943,1
18631010,233751168,1
18631010,565222199,1
18631010,289816483,1
18631010,24845068,1
18631010,3059937079,1
18631010,3239179583,1
18631010,840940218,1
18631010,2917330763,1
17220122,199606534,1
118835037,199606534,1
118835037,12958582,1
147808537,199606534,1
186950091,199606534,1
19509858,199606534,1
16672336,199606534,1
16672336,2620323673,1
103692447,199606534,1
103692447,277769074,1
1593839660,199606534,1
1593839660,92720269,1
1570900189,199606534,1
16643419,199606534,1
1003522843,199606534,1
18424289,199606534,1
18424289,235822567,3
18424289,2748865885,1
18424289,754286378,1
18424289,198407959,1
117647844,199606534,1
167678818,199606534,1
1472938056,199606534,1
1663450118,199606534,1
1663450118,247878466,1
1663450118,2804309126,1
1444981682,199606534,1
1631897234,199606534,1
1631897234,61349124,1
1631897234,18229734,1
1631897234,2233488978,1
129105580,199606534,1
129105580,50684256,1
195625790,199606534,1
195625790,77054816,3
174873393,199606534,2
174873393,92720269,1
167140061,199606534,1
16190068,199606534,2
16190068,16333302,1
16190068,325076723,1
178914611,199606534,1
17343361,199606534,1
1691933480,199606534,1
1198367599,199606534,1
1952712745,199606534,1
172884865,199606534,1
138372255,199606534,1
1515439921,199606534,1
1565818974,199606534,1
1447186153,199606534,2
100625857,199606534,1
14426487,199606534,1
14426487,1917731,1
121572025,199606534,1
121572025,2620323673,1
121572025,41997750,1
121572025,8235612,1
121572025,18631010,1
121572025,16955991,1
121572025,93879982,1
121572025,33991665,1
121572025,2998733724,1
1380167330,199606534,1
1466048486,199606534,1
126562483,199606534,1
1618999765,199606534,1
17043217,199606534,1
17043217,21280975,1
16394334,199606534,1
613003515,65947064,1
17004629,352531091,1
17004629,18377624,1
17004629,2329328857,1
247104369,29417304,6
247104369,28785486,4
247104369,43628324,1
1686369542,3108434820,1
1291770157,3108434820,1
1291770157,247878466,1
1291770157,2942328782,1
1291770157,2620323673,2
1291770157,2820624307,1
1291770157,3048023501,2
1291770157,2743396898,1
1291770157,90948749,1
1291770157,3094550316,1
1291770157,92720269,1
1291770157,32680990,1
1291770157,3032527037,1
1291770157,68558914,1
1291770157,2414457033,1
1291770157,739833032,1
1291770157,159190536,1
1291770157,21716431,1
1291770157,16074809,1
1291770157,813530198,1
1291770157,2687790696,1
1291770157,242142480,1
1291770157,277232613,1
1291770157,46300775,1
1291770157,56175051,1
1291770157,240801444,1
1291770157,496419473,1
1291770157,593224602,1
1291770157,233751168,1
1291770157,25785889,1
1291770157,2747227740,1
1291770157,368235292,1
1291770157,3027561161,1
19817778,248374090,1
19817778,42256520,1
19817778,2239436467,1
19817778,265667524,1
19817778,559705005,2
16724890,248374090,1
159052174,29417304,1
27995424,39246283,1
27995424,2992751946,1
27995424,830232180,1
27995424,2883623731,1
27995424,3160427815,1
27995424,50384823,1
15532037,25541932,1
15532037,182655444,1
383286838,93879982,2
19314351,19817778,2
19314351,227837742,1
19314351,81240509,1
19314351,292521710,1
2896734580,29417304,1
2896734580,2896734580,1
2896734580,428333,6
2896734580,8861752,2
2896734580,810424,1
2896734580,2904739781,1
2896734580,851600329,1
2896734580,93879982,1
2896734580,292521710,1
2896734580,37011248,1
2896734580,487600344,1
2896734580,34310801,1
2896734580,65698096,1
2896734580,3033630329,3
21280975,2896734580,1
21280975,27669037,1
21280975,2370768564,1
21280975,21280975,1
21280975,2912990047,1
21280975,51546100,1
21280975,8861752,1
21280975,93879982,1
21280975,7477272,1
21280975,450404267,1
21280975,335972576,1
21280975,754107733,1
21280975,55098071,1
21280975,229157066,1
21280975,2479616714,1
21280975,2565982846,1
21280975,3342880073,1
21280975,37343015,1
21280975,333133782,1
16312540,2896734580,2
16735210,2896734580,2
14662354,2896734580,1
14662354,3009817966,1
14662354,985567560,1
14662354,455999263,1
14662354,20576735,1
14662354,2313836011,1
14662354,298608719,1
14662354,3156949997,1
14662354,70143420,1
14662354,79890469,1
14662354,162301746,1
14662354,31807768,1
14662354,3107563312,1
14662354,2776908270,1
14662354,267125543,1
14662354,248923278,1
1003375610,2896734580,3
1003375610,36455211,1
16461893,2896734580,1
16560657,2896734580,1
16560657,21062481,1
16560657,25823449,1
182655444,2896734580,1
182655444,3023037872,1
182655444,27474449,1
182655444,80483638,2
182655444,192314402,1
182655444,65237412,1
182655444,3171503520,1
182655444,2934410177,1
182655444,2478708313,1
237557200,2896734580,1
237557200,2620323673,1
237557200,329415374,1
19042788,2896734580,1
19042788,28376543,1
19042788,393005076,1
19042788,913426118,2
19042788,215789295,1
19042788,237557200,1
19042788,494420351,1
19042788,44988185,1
19042788,518646310,1
19042788,421360255,1
115754870,2896734580,1
115754870,3118706010,1
115754870,2620323673,3
115754870,1450006598,1
115754870,3023037872,1
115754870,3033630329,3
115754870,313213045,1
115754870,17579643,1
115754870,226835460,1
115754870,3206497127,1
115754870,38992631,1
115754870,1173485852,1
115754870,1550314254,1
115754870,1449500540,1
115754870,160609577,1
115754870,16511202,1
115754870,27009456,1
115754870,20961426,1
115754870,73684683,1
115754870,28884161,1
115754870,47516349,1
115754870,2665309068,1
115754870,77630385,1
39246283,587926686,3
39246283,41964836,1
39246283,68448104,1
39246283,83075662,1
39246283,9078252,1
14235078,587926686,1
14235078,2620323673,1
14235078,333837166,1
14235078,234960326,1
14235078,14984226,1
14235078,463850196,1
14235078,2786217543,1
185485915,587926686,1
185485915,247878466,4
185485915,185485915,1
185485915,65404941,1
185485915,2743396898,1
185485915,22192635,1
185485915,8235612,2
185485915,53789862,1
2903455919,587926686,1
2903455919,3044856195,1
2903455919,68448104,1
2903455919,32680990,1
2903455919,2975204556,1
2903455919,476337209,1
2903455919,2909606251,1
2903455919,33626935,1
2810111300,33235771,1
2810111300,29417304,1
2810111300,93879982,1
3067215570,717576710,1
25282365,29417304,4
25282365,28208096,1
25282365,7768402,1
25282365,3125799586,1
25282365,546007788,1
25282365,292521710,1
25282365,3068467810,1
25282365,62037775,1
25282365,411968161,2
25282365,25541932,2
25282365,546991576,1
25282365,2835151439,1
25282365,330847972,1
25282365,606907410,1
25282365,364844533,1
25282365,3033630329,2
25282365,340597125,2
22450386,25282365,1
22450386,34862766,1
22450386,61292007,1
22450386,29619901,1
22450386,5781452,1
109328493,25282365,1
109328493,257684520,1
109328493,32502006,1
109328493,69011562,1
109328493,2852313847,1
109328493,30693568,1
109328493,175828541,1
109328493,511306623,1
109328493,15148449,1
109328493,175507419,1
109328493,419825395,1
109328493,65813788,1
109328493,2455930728,1
109328493,16151138,1
109328493,912549042,1
109328493,49842959,1
109328493,66450049,1
109328493,83684370,2
109328493,1618470324,1
109328493,3192997269,1
109328493,381723687,1
109328493,210519453,1
1387363160,25282365,1
1387363160,2786287140,1
1387363160,162164048,1
1387363160,26255860,1
1387363160,443226494,2
1387363160,973119978,1
1387363160,504066206,1
1387363160,418387929,1
1387363160,387743928,1
1387363160,47135121,1
1387363160,33657409,1
1387363160,16010967,1
1387363160,23006863,1
1387363160,22329930,1
1387363160,728604440,1
1387363160,317133897,1
1387363160,199606534,1
1387363160,885594949,1
1387363160,16935292,1
1387363160,14235078,1
1575366588,25282365,1
110445334,25282365,1
110445334,1704809450,1
110445334,54237828,1
110445334,1591400760,1
110445334,2645605749,1
110445334,202015880,1
110445334,37820026,1
110445334,3161545970,1
110445334,38992631,1
110445334,1671628885,1
110445334,471439163,1
110445334,121844911,1
110445334,31516480,1
110445334,2685814694,1
110445334,2256516282,1
110445334,28095263,1
110445334,801020660,1
110445334,162301746,1
110445334,3216207137,1
110445334,3159740776,1
110445334,27589351,1
18978610,25282365,1
18978610,69011562,1
18978610,787845938,1
18978610,22853850,1
18978610,2760756401,1
18978610,34310801,1
238115375,25282365,1
238115375,247878466,1
216776631,25282365,1
216776631,56831769,1
216776631,286811443,1
216776631,73716316,1
216776631,606135759,1
216776631,36096541,2
216776631,239051623,1
216776631,2881946306,1
216776631,283417899,1
216776631,22504445,1
216776631,3299860077,1
216776631,65717033,1
216776631,53490475,1
216776631,444212493,1
216776631,27902863,1
18229734,25282365,1
18229734,29417304,1
18229734,2925246451,1
18229734,223907609,1
18229734,21280975,1
30546915,3158119436,1
139162440,3158119436,1
3158119436,85867265,1
3158119436,592070718,1
17972308,3158119436,1
17972308,476064370,1
308148775,3158119436,1
18366405,3158119436,1
24830703,29417304,4
24830703,754485,1
24830703,8839632,1
14940354,24830703,1
14940354,2875761863,1
14940354,17012466,1
14940354,2349555098,1
14940354,2807929539,1
257684520,29417304,1
257684520,77580996,1
25519008,257684520,1
25519008,2974046949,1
25519008,611786981,4
25519008,36546167,1
25519008,3125799586,1
25519008,54983329,1
25519008,47779575,1
2970420477,487600344,1
122433342,42256520,1
122433342,247878466,1
122433342,128790234,1
14664227,63227112,1
14664227,61802282,1
14664227,759251,1
14664227,53789862,1
14664227,339518468,1
15458694,63227112,1
15458694,2256516282,1
15458694,21590456,1
15458694,296584125,1
15458694,3413014391,1
15458694,360115360,1
16929520,63227112,1
16929520,93964759,1
16929520,49312239,1
16929520,3193676696,1
16929520,728552496,1
25541932,571823201,1
25541932,2902546372,1
25541932,2620323673,2
25541932,47379354,1
25541932,28191466,1
25541932,852269288,1
25541932,340629862,1
25541932,2904163055,1
25541932,518646310,3
25541932,937595996,1
25541932,792414116,1
25541932,351238618,1
25541932,259045028,1
1322688308,34092197,1
1322688308,376837073,1
1322688308,22450386,1
1322688308,36493412,1
1322688308,852269288,1
1322688308,336218950,1
1322688308,330847972,1
1322688308,2400551084,1
14173315,367522644,1
14173315,78581079,1
14173315,155007941,1
14173315,16529278,1
14173315,61690141,1
14173315,239170356,1
14173315,60841112,1
14173315,25587897,1
14173315,487412249,1
14173315,25662238,1
