user_id,community_id
1242549564818755584,0
330990041,0
131425776,0
297351336,0
864201677976612864,0
1268023502344384513,0
827801822,0
775938072,0
996165150,0
2799778214,0
55199013,0
17000102,0
722203055404511232,0
476909740,0
21723,0
420368126,0
203673043,0
58422829,0
631107358,0
384533439,0
535397793,0
22962321,0
1420804064,0
495066576,0
337929427,0
28049914,0
1382253147230502913,0
1374276991919169539,0
804663900293709826,0
3309237028,0
2723838735,0
276660353,0
2192416092,0
1341462944,0
73981267,0
75978805,0
2613251070,0
96306270,0
350599993,0
821319451207462912,0
177164927,0
3720042855,0
3157050373,0
29577086,0
819555333727277056,0
1376405345665347585,0
125215990,0
1316239689615990789,0
926495035,0
16996451,0
3429723978,0
28109931,0
1098244031606411264,0
225779417,0
43064490,0
40778270,0
1240771852395413504,0
908979319350870016,0
244098689,0
22993014,0
596170322,0
77948550,0
2412307836,0
2768501,0
59024550,0
95064543,0
2811853882,0
26417909,0
2856342156,0
43477325,0
332496416,0
2790680376,0
1141308715,0
3005691210,0
290609784,0
2337866346,0
224495471,0
25887412,0
60779696,0
393762976,0
95091601,0
1239206834193326085,0
147393852,0
779989652,0
795899346101252096,0
708130060738306049,0
121945622,0
173629507,0
726776739381301248,0
1210498529325539328,0
308321267,0
1222796311168077824,0
14721982,0
1319132383040344066,0
3226113792,0
1913262020,0
1309762062,0
53751609,0
825568519374790656,0
966513420446003200,0
1223892167560552448,0
3622601179,0
1123813949965840385,0
2160205422,0
281338463,0
862190872829362177,0
352190613,0
45756881,0
760261202677071872,0
78385848,0
633125588,0
2754418585,0
194901944,0
1386803540,0
36885344,0
18621574,0
72712807,0
836753078153965570,0
2608740770,0
80712889,0
2395889868,0
17421911,0
597251143,0
1704271158,0
17250722,0
228857007,0
724716039712329728,0
31375743,0
4824322873,0
1346349916491186178,0
388978417,0
3271409929,0
17204857,0
158123632,0
2723055877,0
3221414178,0
169847194,0
246130881,0
21208454,0
3029925590,0
3163038860,0
35466620,0
92928883,0
57956162,0
15250661,0
255236895,0
15888261,0
2854950991,0
43447495,0
2718885698,0
742769376277843972,0
263001113,0
28085891,0
2823010627,0
243191397,0
304199038,0
19700766,0
24248647,0
165051992,0
1928834773,0
32201814,0
985798914,0
607269372,0
467130216,0
4196505444,0
856284128,0
8239332,0
767279520,0
205242337,0
162874163,0
475672648,0
905311642002395136,0
1922781510,0
1381744153,0
31617509,0
628337582,0
1290732621928886273,0
2363896508,0
23879043,0
1115755622929059840,0
60341416,0
4185563553,0
3330396569,0
2878785836,0
31057039,0
79186605,0
301130320,0
322427085,0
431315445,0
28793850,0
865490222745702401,0
3531716000,0
336187414,0
367532676,0
711608970,0
91304886,0
289255237,0
794846483346403328,0
3074501576,0
3227865816,0
379076644,0
376551889,0
3558427992,0
990093983228411905,0
3999573259,0
1309074657509863424,0
377288471,0
150466727,0
1695505166,0
444400978,0
1092378031,0
321053588,0
1973078965,0
1100690886340501504,0
569107992,0
224160730,0
78507836,0
954545827187384320,0
1551647395,0
146383105,0
1855999880,0
1341381270,0
926019424154349568,0
391703557,0
731943463,0
856748509579534336,0
961299362,0
1281771980136394753,0
148738039,0
1266714968713424897,0
82641756,0
432948865,0
17682476,0
173672963,0
1216403178,0
403796945,0
90107770,0
3018809658,0
1065397059262414848,0
206452273,0
51683450,0
1353951913650266113,0
1266656132547792896,0
1193360570080059393,0
1396733065,0
63942152,0
202884181,0
23620631,0
215562059,0
219089769,0
95718878,0
88547503,0
956354334,0
451979107,0
703308253,0
238575113,0
280980769,0
341327946,0
3181191522,0
2542290469,0
324684750,0
636186580,0
1146010241701535745,0
183036128,0
1075147268,0
29403871,0
557344637,0
723479570435837952,0
701638848464289793,0
1188614327109971968,0
1259161086,0
1379419370,0
159497169,0
34881317,0
261489351,0
2810441094,0
60866631,0
67886396,0
386853303,0
841815985594159105,0
45812445,0
2571854922,0
956073885488877568,0
54121476,0
36725121,0
544243120,0
339611202,0
44350195,0
237293232,0
630763870,0
852207218,0
957207026253180929,0
4757003540,0
1121711749873324032,0
