user_id,community_id
596170322,-1
1092837866483404800,-1
208995765,-1
91360498,-1
704275542648819712,4
14589119,87
435882602,186
14470793,-1
128555221,-1
60017224,101
1261778604,4
908997460852445190,-1
290417646,208
580635656,210
952780771244339201,101
1217147000560353281,178
2368347300,-1
10032712,4
21298448,61
1022056380235018240,117
2203232041,101
153485053,-1
461663567,-1
833425659464675330,-1
471507946,35
829258038351638528,35
28966660,61
576249121,25
305802819,4
714553585506377731,40
856844737604669441,-1
121633694,-1
998533172752277505,65
3367687273,-1
44308472,4
457617457,4
1348957309968519169,103
836518113004904448,-1
1206893145490894849,89
1176555762283405313,86
971315817358020608,-1
32834080,27
3265965439,-1
1360618182508220417,-1
241187592,-1
998653595737305088,4
21232426,-1
1225319823707602947,-1
2828699370,4
18841928,-1
727787670429110273,-1
1053736252858609664,-1
4268854714,-1
109445714,4
83821527,66
3930457168,-1
24357823,-1
231353940,-1
372206740,-1
1075066616252121090,1
4833270897,-1
148694562,-1
39344961,141
144285207,114
3306606879,-1
446473873,3
1137154609,-1
1331173325876256773,-1
629315436,195
250545055,-1
627586654,71
815685824,-1
1448996794084454408,3
1196989552600195074,-1
1387748431964172290,-1
1640241060,-1
1234816795435028481,-1
1172490816973131778,-1
2830491665,-1
1353674485069701120,-1
2996901234,-1
601993521,94
1171736611954069505,-1
23067722,-1
492981580,4
3346170521,232
3505972278,-1
330262748,3
1413431412791734274,333
1162102227915411456,-1
216173306,-1
1320992865141411840,1
1066252032,-1
554376503,4
1327843160,1
42159722,4
287175750,114
20762616,-1
1416775846833045510,-1
337564430,-1
193284435,-1
2883779212,-1
3924677112,86
19018919,-1
741064495368445952,4
755850033048592384,101
2412541392,-1
919082797939036161,-1
1200585953380913154,-1
516935473,-1
394879099,-1
17483462,-1
1134460388,61
1591766718,35
2732010782,-1
838236122,4
968985158,80
1589122027,4
18240207,4
8974582,-1
348974190,-1
1441621945141788675,-1
1445757090035736586,1
18188632,-1
53382271,58
1382030658499801089,-1
1099286480130850816,-1
1463406124116312070,-1
1423929722690363393,-1
34143160,93
194663999,-1
630231065,-1
14173315,-1
19966940,-1
1084523178444099584,-1
178418353,-1
550739431,-1
63450028,-1
893087289575972864,-1
1119704920674983936,35
243037981,-1
9405862,-1
22239247,71
1083490905154236416,-1
752930894957146114,-1
1362163455998967808,324
998143128195489792,-1
14518975,-1
1573512366,1
193188089,304
469278078,25
1244919777291669506,65
618138427,-1
469508969,-1
3385048329,-1
158403665,1
1332948002667864080,-1
81157754,1
895924561803431936,-1
72694566,3
4775182386,320
250370196,-1
1596812156,3
794266768479027200,-1
338493408,-1
1274773211226550272,-1
197590801,1
1461956842859360257,-1
603219931,-1
108568373,194
330373221,4
390902210,4
61738508,-1
193357815,163
1431761365039992839,-1
182474563,-1
319065738,151
1459899153870376962,-1
20689749,62
1141632291854266373,-1
42388946,35
152036266,-1
1421118290060062721,-1
15177954,-1
497808545,56
245719674,-1
1380600900,4
23123824,87
120383775,93
1068812531307872256,-1
750317500487733250,232
993483668,89
1363866463862476802,11
1175827476884459521,-1
415192831,-1
940523137288081408,197
712645860,35
91163520,-1
822778503078756354,-1
301316708,323
1620113828,-1
1387504981868048384,-1
1144538493441343488,-1
115393565,-1
1889784728,3
866503271602679811,-1
234694571,-1
1385351121603076101,-1
14525762,49
2869655246,-1
1107921558104952832,4
354863947,4
461988041,4
56639608,25
168679566,-1
1424320139936157697,-1
1264289878210048000,25
1036703261259169792,-1
925675836526776321,152
298689306,70
68091234,-1
4244753853,66
923057383,-1
2974454678,117
157381435,94
22006155,-1
812980064195379200,-1
327331132,205
460038820,117
1149375053961793538,-1
1599455088,-1
9610442,66
1237570615407792131,61
116424578,178
21024763,90
1264633768909905924,67
814419689636040704,-1
55873712,47
345216045,-1
58802505,-1
380648579,106
43806353,-1
857490082726596608,35
263745686,-1
